name
食道炎
回流性食道炎(逆流性食道炎)
食道潰瘍
急性胃潰瘍
急性十二指腸潰瘍
急性消化性潰瘍
消化性潰瘍
急性胃炎
闌尾炎
潰瘍性結腸炎
痔瘡
消化系統其他疾病
吐血
胃腸道出血
